rider_id,months_on_zypp,days_worked_per_month,deliveries_per_month,monthly_earnings_inr,earnings_volatility,work_consistency,ev_usage_hours_per_month,missed_payments,on_time_payment_rate,rental_months_completed,loan_amount_inr,loan_term_months,monthly_emi_inr,work_score_rule_based,loan_repaid
R108799,19,18,514,11655,0.323,0.834,112.9,2,0.817,13,94000,24,4387,71.1,0
R108800,6,20,396,8000,0.273,0.869,149.0,0,0.971,4,84000,18,5227,64.6,1
R108801,7,22,595,15169,0.256,0.719,92.6,1,0.809,6,75000,30,2800,66.4,0
R108802,25,25,732,20226,0.319,0.815,128.5,1,0.838,24,78000,18,4853,79.5,1
R108803,12,17,447,16246,0.358,0.798,122.1,2,0.742,11,76000,30,2837,61.7,1
R108804,18,19,506,12881,0.132,1.0,178.1,1,0.905,14,81000,36,2520,85.4,1
R108805,11,25,730,20656,0.2,0.899,155.0,1,0.896,8,77000,24,3593,80.2,0
R108806,15,25,756,15863,0.333,0.832,147.9,0,0.905,9,85000,24,3967,75.1,0
R108807,16,16,331,10976,0.332,0.665,117.1,2,0.766,7,101000,24,4713,59.2,1
R108808,7,25,784,32712,0.177,1.0,144.9,0,0.877,6,106000,12,9893,82.5,1
R108809,37,18,491,13902,0.197,0.952,147.1,0,0.992,17,54000,24,2520,84.8,1
R108810,13,24,668,15588,0.216,0.843,140.6,1,0.91,8,106000,18,6596,77.7,0
R108811,3,24,613,10901,0.217,0.842,151.9,0,0.857,3,96000,30,3584,69.6,0
R108812,4,26,591,20977,0.326,0.88,110.0,2,0.79,2,67000,12,6253,64.0,0
R108813,8,24,448,9382,0.276,0.809,145.7,1,0.802,5,89000,18,5538,64.0,0
R108814,2,21,426,9729,0.505,0.828,120.7,1,0.871,2,108000,12,10080,49.2,1
R108815,23,28,684,12749,0.394,0.853,132.8,3,0.861,18,62000,24,2893,74.8,0
R108816,7,21,528,12841,0.26,0.82,122.9,1,0.879,3,69000,30,2576,67.3,0
R108817,4,15,256,8000,0.368,0.822,110.2,2,0.769,2,88000,18,5476,52.3,0
R108818,13,25,566,15019,0.193,0.82,151.0,1,0.89,10,85000,24,3967,75.9,1
R108819,16,26,469,11999,0.213,0.811,149.5,1,0.906,8,78000,24,3640,73.8,0
R108820,8,28,742,24183,0.226,0.961,148.6,0,0.982,7,76000,36,2364,79.8,1
R108821,16,23,653,16939,0.322,0.896,126.1,2,0.904,8,73000,12,6813,74.8,1
R108822,18,18,397,14123,0.348,0.724,108.7,1,0.839,10,93000,36,2893,63.6,1
R108823,8,19,381,8485,0.289,0.868,129.4,1,0.859,5,75000,30,2800,63.8,1
R108824,4,18,407,8738,0.29,0.826,111.5,1,0.803,2,69000,24,3220,60.3,0
R108825,7,14,218,8000,0.274,0.74,116.1,2,0.791,3,88000,30,3285,56.2,0
R108826,9,23,598,20501,0.178,0.845,116.9,0,0.9,8,70000,24,3267,75.6,1
R108827,11,24,558,12515,0.31,0.735,94.7,2,0.778,6,97000,18,6036,64.9,1
R108828,18,20,413,14746,0.331,0.73,126.8,2,0.794,16,96000,36,2987,64.8,0
R108829,9,23,553,12568,0.371,0.808,117.1,1,0.809,8,110000,30,4107,62.7,0
R108830,6,21,535,11730,0.28,0.707,93.2,2,0.787,5,82000,24,3827,62.2,0
R108831,7,22,493,14511,0.272,0.88,143.6,1,0.905,7,86000,24,4013,67.8,1
R108832,12,21,589,16436,0.395,0.873,122.2,1,0.819,7,82000,24,3827,65.8,0
R108833,13,24,529,11330,0.311,0.668,96.8,1,0.785,9,88000,24,4107,63.7,0
R108834,28,24,707,16585,0.314,0.868,126.5,1,0.891,14,67000,24,3127,81.0,1
R108835,9,28,698,28223,0.122,0.889,136.7,1,0.892,4,74000,30,2763,82.1,1
R108836,6,30,524,11744,0.417,0.836,153.2,3,0.814,5,98000,36,3049,58.2,1
R108837,2,22,543,16483,0.18,0.971,125.3,0,0.935,1,99000,36,3080,73.1,1
R108838,3,21,442,15621,0.239,0.762,131.2,1,0.903,2,58000,24,2707,62.4,1
R108839,15,25,827,33604,0.324,0.897,168.8,1,0.966,9,80000,24,3733,78.3,1
R108840,7,20,389,10592,0.353,0.84,122.2,1,0.89,4,94000,24,4387,59.6,0
R108841,22,25,705,19099,0.136,0.927,133.7,2,0.943,20,103000,36,3204,90.7,1
R108842,2,30,884,26536,0.215,0.842,175.4,0,0.975,1,92000,24,4293,75.1,1
R108843,8,22,462,14510,0.337,0.889,122.2,1,0.876,4,69000,24,3220,63.8,0
R108844,18,30,621,21158,0.109,0.938,155.9,0,0.987,9,83000,12,7747,88.5,1
R108845,23,18,460,15811,0.274,0.772,90.2,3,0.664,11,73000,24,3407,71.8,0
R108846,15,26,498,8000,0.356,0.77,124.2,1,0.865,13,41000,24,1913,65.4,1
R108847,19,25,520,17561,0.381,0.652,96.6,2,0.842,16,73000,18,4542,63.8,0
R108848,6,20,474,13510,0.247,0.74,79.4,2,0.804,3,76000,36,2364,63.2,0
R108849,9,23,266,8000,0.275,0.818,105.0,1,0.819,5,75000,12,7000,60.4,1
R108850,24,29,793,20671,0.245,0.992,125.7,0,0.986,13,95000,18,5911,90.8,1
R108851,5,24,709,24452,0.211,0.885,153.6,1,0.874,3,71000,18,4418,75.1,1
R108852,11,21,307,10944,0.384,0.702,78.9,2,0.728,6,83000,12,7747,53.2,0
R108853,16,20,429,15145,0.224,0.732,149.2,1,0.877,14,86000,30,3211,70.4,1
R108854,22,16,339,11025,0.421,0.647,103.5,2,0.822,10,71000,18,4418,58.8,0
R108855,10,21,491,16923,0.255,0.846,136.7,1,0.915,6,77000,18,4791,69.5,1
R108856,8,20,443,8490,0.331,0.664,134.8,3,0.756,5,46000,24,2147,57.3,0
R108857,14,23,507,13622,0.293,0.895,103.3,1,0.867,9,68000,36,2116,71.1,0
R108858,29,21,569,20324,0.323,0.82,165.0,1,0.811,23,74000,24,3453,75.0,0
R108859,14,22,505,18030,0.133,0.775,115.4,1,0.855,8,61000,30,2277,76.3,1
R108860,14,21,643,20293,0.193,0.814,161.2,0,0.875,12,52000,30,1941,78.0,1
R108861,10,26,635,16827,0.29,0.752,109.1,2,0.927,8,101000,30,3771,69.1,0
R108862,6,25,605,15360,0.283,0.865,133.6,1,0.842,4,69000,36,2147,68.1,1
R108863,9,23,583,18296,0.37,0.822,161.9,0,0.884,7,54000,36,1680,64.0,0
R108864,10,24,471,15305,0.251,0.897,151.3,1,0.889,6,79000,18,4916,70.2,0
R108865,8,21,604,16605,0.355,0.799,132.0,1,0.907,4,77000,30,2875,64.9,1
R108866,11,15,341,10498,0.43,0.742,128.3,3,0.718,7,49000,18,3049,52.4,0
R108867,14,16,318,11260,0.421,0.748,90.0,2,0.759,7,73000,30,2725,55.3,0
R108868,7,20,599,16283,0.261,0.857,129.5,1,0.856,4,89000,12,8307,69.8,0
R108869,18,27,841,29459,0.156,1.0,122.6,0,0.937,12,103000,30,3845,91.9,0
R108870,14,21,402,14961,0.507,0.663,97.9,2,0.71,11,60000,24,2800,49.9,0
R108871,11,21,605,17969,0.226,0.895,130.7,0,0.963,6,60000,12,5600,76.4,0
R108872,9,26,608,19971,0.222,0.88,138.8,0,0.947,4,76000,30,2837,75.0,0
R108873,5,19,437,9367,0.187,0.857,121.0,1,0.912,4,74000,24,3453,69.3,1
R108874,15,24,678,19071,0.341,0.764,112.0,1,0.819,13,74000,36,2302,69.6,1
R108875,37,24,317,8000,0.08,0.901,135.4,1,0.885,29,73000,18,4542,84.3,1
R108876,23,15,309,13858,0.282,0.787,101.3,4,0.715,11,99000,24,4620,68.1,0
R108877,16,26,616,21318,0.11,0.869,134.5,0,0.971,11,77000,24,3593,85.1,1
R108878,24,22,421,8000,0.292,0.682,91.0,3,0.782,12,97000,30,3621,69.2,1
R108879,7,12,274,8000,0.349,0.628,88.3,2,0.722,4,81000,30,3024,50.2,0
R108880,6,26,405,8000,0.313,0.729,127.3,2,0.838,4,91000,30,3397,58.5,0
R108881,11,13,199,8000,0.412,0.553,46.3,4,0.642,8,84000,30,3136,44.3,0
R108882,11,23,431,8621,0.428,0.622,93.6,3,0.779,10,60000,24,2800,52.6,1
R108883,21,26,698,17804,0.407,0.774,142.7,2,0.848,20,69000,18,4293,71.4,0
R108884,18,15,307,14819,0.39,0.646,74.5,3,0.759,13,99000,24,4620,56.5,0
R108885,2,22,566,18293,0.324,0.785,139.3,1,0.855,2,80000,18,4978,60.8,1
R108886,18,18,345,8000,0.461,0.591,110.4,2,0.659,12,64000,12,5973,51.5,0
R108887,9,25,616,14639,0.298,0.761,132.2,1,0.851,6,61000,36,1898,67.3,1
R108888,13,22,438,10349,0.231,0.693,112.3,2,0.775,12,48000,36,1493,66.4,1
R108889,10,22,518,13317,0.3,0.92,136.7,1,0.805,8,40000,36,1244,68.7,1
R108890,7,18,314,8000,0.274,0.685,112.6,2,0.749,6,41000,36,1276,56.6,0
R108891,13,23,531,11378,0.303,0.782,146.7,1,0.801,9,92000,12,8587,67.3,0
R108892,7,20,337,9977,0.346,0.778,107.4,1,0.795,4,65000,36,2022,55.9,0
R108893,10,16,361,8000,0.285,0.681,140.1,1,0.79,5,80000,24,3733,59.1,0
R108894,6,20,444,8000,0.395,0.623,106.6,3,0.785,3,90000,18,5600,51.6,0
R108895,5,18,357,11231,0.317,0.658,119.0,2,0.752,3,40000,36,1244,53.2,0
R108896,36,24,532,9433,0.358,0.729,113.4,2,0.791,18,81000,24,3780,69.8,1
R108897,8,27,507,10116,0.162,0.859,154.2,2,0.868,4,62000,30,2315,73.3,0
R108898,10,22,655,16305,0.191,0.818,147.2,1,0.807,6,93000,24,4340,75.0,1
R108899,23,27,717,19239,0.354,0.871,132.3,2,0.944,19,84000,30,3136,78.8,1
R108900,12,29,737,17118,0.255,1.0,145.2,0,0.987,8,72000,24,3360,81.4,1
R108901,6,22,451,13508,0.314,0.811,98.7,1,0.865,4,80000,36,2489,61.4,0
R108902,6,19,294,8000,0.206,0.827,132.2,4,0.804,3,76000,30,2837,63.0,0
R108903,5,21,446,17687,0.239,0.718,119.7,1,0.826,4,70000,24,3267,62.3,0
R108904,29,22,404,8000,0.173,0.825,153.3,1,0.837,22,75000,24,3500,79.2,0
R108905,2,16,281,8173,0.398,0.593,94.8,2,0.703,1,78000,30,2912,43.3,0
R108906,5,25,604,17361,0.221,0.85,124.3,0,0.928,3,90000,36,2800,71.2,1
R108907,8,26,656,21407,0.233,0.934,122.9,1,0.842,6,77000,18,4791,75.0,1
R108908,8,28,695,17065,0.343,0.788,135.2,0,0.922,6,72000,24,3360,67.4,0
R108909,7,24,641,23059,0.08,1.0,149.5,0,0.866,7,78000,24,3640,84.2,1
R108910,15,19,403,12861,0.326,0.891,138.8,1,0.865,8,55000,18,3422,67.3,0
R108911,12,18,370,10046,0.289,0.777,113.7,1,0.827,8,108000,30,4032,63.8,0
R108912,6,19,532,14748,0.434,0.527,94.2,3,0.689,3,82000,24,3827,48.7,0
R108913,8,26,692,21184,0.08,0.836,157.8,1,0.969,3,66000,30,2464,82.6,0
R108914,43,15,307,8000,0.318,0.628,86.2,2,0.697,28,80000,24,3733,62.8,0
R108915,13,16,471,15350,0.239,0.845,151.2,1,0.766,10,75000,30,2800,70.2,1
R108916,1,21,504,14209,0.355,0.864,143.5,1,0.861,1,92000,24,4293,59.0,0
R108917,6,28,528,18109,0.235,0.868,120.9,2,0.907,4,53000,18,3298,69.4,1
R108918,7,24,597,14613,0.143,0.794,116.8,1,0.79,5,101000,24,4713,73.9,1
R108919,36,24,681,16519,0.238,0.886,158.9,0,0.927,27,95000,36,2956,85.1,1
R108920,8,24,577,16119,0.295,0.912,164.3,0,0.895,7,89000,24,4153,69.6,1
R108921,8,20,507,20273,0.253,0.881,152.1,0,0.937,7,71000,36,2209,70.0,1
R108922,3,14,197,8000,0.428,0.697,100.4,3,0.625,1,61000,24,2847,42.0,0
R108923,11,22,351,8000,0.426,0.648,124.7,2,0.736,6,115000,24,5367,50.9,0
R108924,17,24,585,20023,0.151,0.965,166.2,0,0.946,8,40000,36,1244,85.2,1
R108925,10,21,485,13515,0.298,0.754,148.9,1,0.831,9,71000,24,3313,64.3,0
R108926,8,26,624,20112,0.253,0.851,143.0,0,0.956,7,97000,24,4527,72.1,1
R108927,9,19,466,15542,0.268,0.804,124.7,1,0.938,5,77000,36,2396,67.0,0
R108928,17,19,332,8000,0.336,0.671,95.7,3,0.76,12,76000,30,2837,59.6,0
R108929,9,20,422,18111,0.205,0.77,123.1,2,0.88,5,100000,18,6222,67.4,0
R108930,9,14,367,10579,0.386,0.485,73.2,4,0.683,8,60000,18,3733,47.5,0
R108931,14,22,468,9384,0.338,0.836,111.4,3,0.803,9,40000,12,3733,65.7,1
R108932,7,25,767,19960,0.147,0.869,182.7,0,0.866,6,101000,24,4713,80.2,0
R108933,5,24,513,16308,0.228,0.814,124.5,1,0.839,5,70000,30,2613,67.1,1
R108934,3,23,574,11395,0.296,0.882,132.1,2,0.892,2,85000,36,2644,65.7,1
R108935,10,17,378,11380,0.291,0.62,93.4,3,0.665,7,73000,12,6813,56.5,0
R108936,7,18,343,10410,0.31,0.684,98.2,2,0.747,6,64000,24,2987,55.1,0
R108937,18,10,185,8000,0.349,0.499,62.5,3,0.636,17,40000,30,1493,50.8,0
R108938,9,19,338,8000,0.355,1.0,154.6,0,0.896,8,61000,36,1898,63.4,0
R108939,17,27,870,18089,0.152,0.992,163.8,0,1.0,12,80000,30,2987,91.7,1
R108940,15,17,409,8000,0.395,0.707,110.8,3,0.762,11,62000,36,1929,58.4,0
R108941,3,25,644,18674,0.402,0.849,128.5,1,0.94,2,109000,12,10173,61.3,1
R108942,4,20,441,10784,0.19,0.695,116.7,3,0.847,2,69000,24,3220,63.7,0
R108943,30,15,357,10301,0.309,0.716,136.3,2,0.83,17,90000,30,3360,68.1,0
R108944,7,19,317,8000,0.305,0.808,115.6,2,0.699,6,91000,36,2831,57.5,0
R108945,13,20,472,11146,0.367,0.624,103.3,2,0.691,9,74000,36,2302,57.4,0
R108946,10,17,275,8000,0.415,0.622,88.3,3,0.692,8,95000,12,8867,47.7,0
R108947,3,19,488,12820,0.343,0.75,132.3,1,0.875,2,69000,36,2147,57.5,1
R108948,6,19,509,15037,0.349,0.797,139.8,2,0.784,4,86000,24,4013,59.9,0
R108949,5,22,535,19735,0.368,0.833,146.7,1,0.873,4,66000,30,2464,60.8,0
R108950,16,24,426,14519,0.23,0.812,166.9,0,1.0,10,51000,18,3173,73.2,0
R108951,6,17,366,13149,0.308,0.634,97.2,3,0.743,4,79000,36,2458,53.9,0
R108952,14,15,291,9882,0.393,0.881,120.7,1,0.813,11,81000,24,3780,59.7,0
R108953,4,25,666,19651,0.169,0.866,151.8,0,0.936,2,45000,24,2100,75.3,1
R108954,1,30,667,16949,0.2,0.876,155.9,1,0.944,1,88000,18,5476,72.4,0
R108955,11,21,485,13002,0.308,0.864,147.5,1,0.881,8,85000,24,3967,67.4,0
R108956,14,22,542,14508,0.271,0.774,126.4,0,0.942,10,86000,24,4013,70.7,0
R108957,8,27,572,19818,0.256,0.921,94.4,1,0.842,7,110000,24,5133,71.4,0
R108958,11,25,538,14419,0.403,0.68,121.8,4,0.688,7,71000,30,2651,57.0,1
R108959,3,21,547,14748,0.241,0.776,125.1,1,0.842,1,86000,24,4013,65.0,0
R108960,8,19,424,12383,0.333,0.651,119.5,2,0.744,6,63000,36,1960,56.2,1
R108961,18,22,398,8000,0.341,0.772,118.2,1,0.789,17,98000,24,4573,65.0,0
R108962,31,26,603,10323,0.244,0.809,122.1,1,0.83,21,62000,30,2315,80.0,0
R108963,10,15,304,8630,0.31,0.69,102.6,2,0.788,6,54000,30,2016,56.7,0
R108964,13,23,523,15570,0.312,0.777,132.2,1,0.827,8,59000,24,2753,66.5,0
R108965,19,19,366,8000,0.284,0.824,124.2,1,0.872,12,76000,30,2837,69.5,1
R108966,11,24,448,12970,0.156,0.803,158.4,1,0.942,7,75000,24,3500,73.7,0
R108967,13,30,890,23087,0.224,0.922,161.3,0,0.874,12,69000,24,3220,82.5,1
R108968,25,23,582,16610,0.312,0.786,117.8,3,0.803,18,100000,30,3733,75.0,0
R108969,13,23,454,11076,0.21,0.987,141.5,1,0.882,9,86000,24,4013,76.0,1
R108970,8,22,534,16375,0.367,0.7,123.0,2,0.761,7,114000,24,5320,58.4,0
R108971,25,16,305,8357,0.45,0.728,96.1,2,0.704,18,103000,30,3845,58.4,0
R108972,12,24,599,17188,0.146,0.813,136.9,1,0.831,6,51000,24,2380,77.7,0
R108973,4,22,511,17940,0.298,0.908,156.1,2,0.903,2,69000,24,3220,65.6,0
R108974,9,15,295,8000,0.177,0.676,137.8,2,0.811,5,64000,24,2987,62.7,0
R108975,33,20,439,13154,0.23,0.78,118.1,2,0.831,23,78000,36,2427,75.9,0
R108976,20,11,214,8000,0.214,0.724,123.0,2,0.732,14,83000,12,7747,66.1,0
R108977,7,20,571,14550,0.344,0.725,139.4,1,0.873,6,65000,24,3033,61.5,1
R108978,21,28,679,15356,0.261,0.818,129.3,1,0.924,20,60000,24,2800,80.5,1
R108979,9,14,327,9865,0.278,0.757,131.0,1,0.833,7,90000,30,3360,60.4,0
R108980,6,15,280,8462,0.317,0.702,116.9,2,0.88,5,66000,36,2053,54.5,0
R108981,19,21,445,10951,0.401,0.68,117.3,2,0.729,14,53000,30,1979,60.2,0
R108982,4,18,495,11689,0.292,0.773,123.7,1,0.83,2,70000,30,2613,61.5,1
R108983,6,23,565,14077,0.288,0.843,160.2,0,0.919,5,70000,36,2178,67.1,1
R108984,11,19,295,8000,0.356,0.741,104.0,2,0.759,9,64000,30,2389,55.9,0
R108985,12,21,624,9590,0.132,0.89,159.7,2,0.893,9,83000,30,3099,81.8,1
R108986,17,24,663,24509,0.195,0.755,87.0,1,0.863,9,72000,36,2240,78.6,1
R108987,5,21,355,11466,0.389,0.713,83.2,2,0.87,4,52000,24,2427,52.2,0
R108988,11,17,322,8464,0.395,0.752,138.6,3,0.695,5,67000,24,3127,54.3,0
R108989,2,26,675,16079,0.239,0.758,149.5,1,0.878,1,68000,24,3173,67.2,1
R108990,2,22,574,18296,0.259,0.951,143.9,0,0.875,1,84000,30,3136,68.6,1
R108991,6,19,417,12619,0.504,0.593,113.1,2,0.726,3,75000,36,2333,44.0,0
R108992,17,21,570,8168,0.232,0.867,155.1,1,0.909,15,83000,12,7747,77.6,0
R108993,14,18,483,16755,0.38,0.818,135.1,1,0.853,7,72000,18,4480,64.2,0
R108994,9,24,474,15547,0.368,0.633,65.2,3,0.763,7,88000,24,4107,55.5,0
R108995,2,22,464,13536,0.408,0.827,108.0,1,0.854,2,120000,24,5600,55.1,1
R108996,12,28,733,18975,0.215,0.901,144.5,1,0.909,7,79000,36,2458,80.5,1
R108997,48,20,501,18543,0.264,0.762,110.0,1,0.76,30,78000,30,2912,74.5,0
R108998,10,20,475,13125,0.359,0.833,125.4,2,0.844,6,64000,18,3982,62.8,0
R108999,4,16,389,8000,0.222,0.971,130.0,0,0.935,3,85000,30,3173,68.5,1
R109000,10,17,489,9945,0.378,0.694,110.5,2,0.693,9,114000,30,4256,56.8,0
R109001,3,16,382,11449,0.355,0.715,124.8,1,0.834,1,67000,18,4169,53.0,0
R109002,7,22,407,16379,0.29,0.728,111.1,1,0.846,5,62000,24,2893,60.1,1
R109003,16,19,345,9139,0.137,0.778,128.5,1,0.906,13,58000,24,2707,74.2,0
R109004,24,25,639,18773,0.232,0.809,136.0,3,0.896,16,59000,18,3671,82.1,1
R109005,8,30,892,20284,0.194,0.885,162.3,1,0.829,6,43000,24,2007,79.5,1
R109006,4,30,720,18497,0.24,0.815,112.8,1,0.779,2,54000,36,1680,70.0,1
R109007,17,22,446,9858,0.383,0.794,123.5,1,0.773,9,49000,18,3049,63.3,0
R109008,12,18,377,10208,0.336,0.496,86.8,2,0.763,11,61000,30,2277,53.4,0
R109009,9,21,428,21443,0.231,0.848,110.5,1,0.816,8,95000,30,3547,68.0,0
R109010,11,21,555,14663,0.239,0.827,165.7,1,0.88,9,68000,18,4231,71.7,0
R109011,8,19,388,16700,0.313,0.828,112.2,1,0.862,7,55000,24,2567,62.0,1
R109012,10,26,470,13153,0.333,0.847,101.3,1,0.779,5,56000,24,2613,63.7,0
R109013,11,22,467,13131,0.26,0.754,140.3,1,0.883,11,73000,18,4542,67.0,1
R109014,12,30,848,24585,0.193,0.921,142.8,0,0.975,11,67000,30,2501,84.5,1
R109015,11,20,453,12106,0.182,0.873,137.4,1,0.802,5,79000,12,7373,72.5,1
R109016,5,20,378,8381,0.355,0.772,96.5,1,0.791,4,99000,24,4620,55.5,0
R109017,30,14,266,8000,0.306,0.746,118.5,2,0.703,25,66000,24,3080,65.4,1
R109018,10,28,902,18481,0.27,0.992,147.5,0,0.951,6,44000,30,1643,80.4,1
R109019,2,19,397,8000,0.31,0.723,108.7,2,0.744,2,62000,36,1929,54.7,0
R109020,9,23,538,11358,0.175,0.776,146.7,2,0.966,5,90000,30,3360,73.0,1
R109021,9,20,390,8000,0.326,0.715,130.5,1,0.845,6,40000,18,2489,58.8,1
R109022,6,22,508,16442,0.368,0.814,122.1,1,0.812,5,53000,24,2473,59.7,0
R109023,4,22,465,15274,0.292,0.797,142.7,1,0.827,4,59000,30,2203,61.5,0
R109024,11,24,635,20083,0.345,0.795,126.8,1,0.82,6,68000,18,4231,67.1,0
R109025,11,21,633,19591,0.339,0.856,114.1,1,0.869,10,82000,36,2551,69.3,0
R109026,4,19,322,11839,0.404,0.702,96.6,2,0.722,2,82000,30,3061,48.3,1
R109027,12,22,488,14793,0.163,0.847,133.7,2,0.839,10,82000,24,3827,74.6,0
R109028,13,30,802,22969,0.186,0.902,135.3,1,0.941,8,63000,12,5880,84.8,0
R109029,4,23,436,14189,0.243,0.882,137.7,1,0.812,2,89000,24,4153,64.8,0
R109030,9,21,493,12797,0.19,0.674,92.1,1,0.756,7,58000,12,5413,66.3,0
R109031,30,23,483,16108,0.141,0.913,136.0,1,0.921,16,90000,18,5600,85.9,1
R109032,15,20,432,17388,0.409,0.733,112.1,2,0.885,12,95000,36,2956,60.3,0
R109033,15,23,406,13400,0.229,0.855,147.2,2,0.84,8,40000,30,1493,71.7,1
R109034,16,28,808,26616,0.225,0.928,114.5,1,0.889,15,47000,24,2193,84.2,0
R109035,21,23,629,8002,0.117,0.954,155.0,0,0.939,14,105000,36,3267,90.0,1
R109036,1,24,509,14903,0.457,0.763,134.9,1,0.815,1,49000,18,3049,50.9,0
R109037,6,24,447,9503,0.304,0.704,111.8,2,0.87,4,77000,18,4791,59.4,0
R109038,3,18,510,14764,0.211,0.802,143.4,0,0.894,2,86000,12,8027,66.5,0
R109039,8,17,304,10766,0.393,0.754,84.7,2,0.814,7,77000,24,3593,53.3,0
R109040,7,29,659,9919,0.374,0.783,112.1,1,0.829,4,67000,24,3127,63.3,0
R109041,8,26,564,12793,0.08,0.89,139.3,0,0.94,6,66000,24,3080,80.5,0
R109042,16,23,467,14986,0.282,0.75,183.4,0,0.925,15,100000,18,6222,69.2,0
R109043,6,19,476,19184,0.224,0.775,111.2,1,0.793,3,74000,24,3453,65.4,1
R109044,31,26,635,23486,0.08,0.937,145.9,1,0.946,20,67000,30,2501,93.8,1
R109045,2,27,512,10505,0.382,0.823,141.8,2,0.882,1,80000,18,4978,57.5,0
R109046,22,22,576,21724,0.286,0.827,122.1,2,0.8,11,78000,24,3640,76.0,1
R109047,3,22,841,29854,0.176,0.855,160.1,0,0.936,2,98000,24,4573,77.6,1
R109048,16,13,299,8000,0.47,0.765,109.5,2,0.764,8,77000,36,2396,53.6,0
R109049,15,20,485,14096,0.236,0.808,127.2,1,0.854,9,75000,36,2333,72.2,1
R109050,9,22,707,21364,0.169,0.841,133.7,1,0.871,7,62000,18,3858,78.1,1
R109051,17,24,483,16963,0.317,0.829,118.1,1,0.879,12,88000,18,5476,69.7,1
R109052,6,26,663,12620,0.1,0.862,165.7,0,0.931,3,55000,30,2053,79.9,0
R109053,5,28,886,20803,0.257,0.897,143.9,1,0.872,4,58000,12,5413,74.9,0
R109054,16,17,325,8000,0.209,0.726,145.2,2,0.823,7,40000,30,1493,67.7,0
R109055,7,21,483,13398,0.225,0.815,134.8,1,0.853,4,105000,18,6533,67.8,1
R109056,29,19,362,8000,0.412,0.634,91.7,2,0.712,25,90000,24,4200,59.5,0
R109057,16,21,493,9279,0.171,0.955,130.7,2,0.896,11,51000,30,1904,80.4,0
R109058,13,21,427,9467,0.429,0.827,123.4,2,0.79,8,56000,30,2091,58.9,1
R109059,8,29,546,13217,0.092,0.878,135.4,1,0.862,7,48000,30,1792,78.3,1
R109060,4,23,518,9475,0.255,0.849,130.0,1,0.79,3,78000,30,2912,65.5,0
R109061,20,22,484,14256,0.201,0.853,135.4,2,0.815,15,85000,30,3173,77.5,1
R109062,20,25,434,8000,0.304,0.754,113.8,1,0.832,17,67000,24,3127,68.4,0
R109063,6,25,615,14599,0.221,0.794,139.4,2,0.834,3,70000,18,4356,70.0,0
R109064,4,20,394,13726,0.261,0.803,160.2,0,0.932,3,41000,36,1276,62.0,1
R109065,11,26,540,17221,0.216,0.955,190.0,2,0.977,8,68000,24,3173,76.8,1
R109066,10,23,625,14521,0.202,0.818,139.6,0,0.878,7,101000,12,9427,74.9,1
R109067,18,19,410,12734,0.247,0.835,123.1,1,0.843,10,57000,30,2128,71.8,0
R109068,9,20,442,13538,0.308,0.855,127.3,1,0.906,5,76000,24,3547,64.8,1
R109069,26,22,576,16225,0.269,0.942,151.1,0,0.897,21,92000,30,3435,82.0,1
R109070,14,23,522,19280,0.167,0.696,110.1,1,0.756,13,82000,18,5102,72.3,1
R109071,29,19,384,10948,0.239,0.664,86.6,2,0.782,20,92000,36,2862,70.7,1
R109072,4,26,559,15864,0.101,0.963,131.5,0,1.0,2,88000,12,8213,79.1,1
R109073,12,26,714,17096,0.233,0.864,155.0,1,0.896,9,120000,24,5600,77.6,1
R109074,25,19,344,8000,0.199,0.769,101.3,2,0.736,22,84000,36,2613,73.9,0
R109075,4,18,473,16682,0.327,0.829,107.0,1,0.807,3,40000,12,3733,60.0,0
R109076,19,26,450,16767,0.184,0.783,170.0,3,0.75,10,55000,30,2053,74.5,1
R109077,3,20,501,10996,0.342,0.785,131.9,1,0.86,2,53000,12,4947,58.5,1
R109078,4,30,779,18830,0.165,0.877,140.0,0,0.965,4,40000,18,2489,79.2,1
R109079,4,23,509,10215,0.387,0.789,94.5,2,0.793,2,79000,36,2458,56.5,1
R109080,4,28,703,23386,0.167,0.949,173.1,0,0.926,2,90000,18,5600,78.7,1
R109081,17,19,411,13073,0.353,0.719,79.1,3,0.734,14,101000,12,9427,61.9,0
R109082,8,22,592,13129,0.399,0.723,83.2,2,0.706,7,71000,30,2651,58.4,0
R109083,10,27,591,16235,0.153,0.931,160.5,1,0.914,9,91000,12,8493,79.5,1
R109084,6,19,619,17040,0.096,0.872,129.0,0,0.955,3,70000,24,3267,79.5,0
R109085,10,19,441,15801,0.215,0.747,93.7,2,0.809,10,92000,30,3435,67.2,0
R109086,24,23,393,8000,0.371,0.805,125.8,1,0.844,21,105000,24,4900,68.1,0
R109087,4,16,417,10179,0.263,0.765,109.4,2,0.692,3,85000,12,7933,59.3,0
R109088,60,30,883,19766,0.219,0.915,111.6,2,0.802,38,105000,12,9800,88.6,1
R109089,9,19,454,13369,0.432,0.767,119.1,3,0.733,8,109000,18,6782,55.0,0
R109090,5,21,396,11164,0.304,0.79,80.0,3,0.786,4,71000,36,2209,59.0,1
R109091,4,26,546,10642,0.22,0.851,130.7,1,0.841,2,68000,30,2539,68.3,1
R109092,13,23,498,14532,0.303,0.701,104.9,1,0.837,11,81000,24,3780,64.9,1
R109093,12,21,465,12668,0.389,0.832,128.1,2,0.826,8,70000,12,6533,62.0,0
